,Unnamed: 0,source_text,target_text,generated
1592,31150,"If he were quite sincere , if he really tried to come , it was to be inferred that Mrs. Churchill 's removal to London had been of no service",to the wilful or nervous part of her disorder .," to her, and that he should not have been allowed to leave."
1593,30783,"The extent of your admiration may take you by surprize some day or other. ” Mr. Knightley was hard at work upon the lower buttons of his thick leather gaiters , and either the exertion of getting them together , or some other cause",", brought the colour into his face , as he answered , “ Oh !",", made them appear to be in a very good condition."
1594,1415,It is not the want of more money that makes me just at present a little out of spirits ; I hate money ; and if our union could take place now upon only fifty,"pounds a year , I should not have a wish unsatisfied .",", I would be in a very bad position to do it."
1595,5144,"Anna went to Clanville last Friday , and I have hopes of her new aunt 's",being really worth her knowing ., coming soon. ''
1596,9359,"But Mrs. Bennet , who had calculated on her daughters remaining at Netherfield till the following Tuesday , which would exactly finish Jane 's week , could",not bring herself to receive them with pleasure before ., not have been more pleased with the situation.
1597,1949,"“ Her picture , I suppose , ” blushing at the consummate art of her own question , “ hangs in your father 's room ? ” “ No ; it was intended for the drawing-room ; but my father was","dissatisfied with the painting , and for some time it had no place .", not quite ready to take it ; it was not intended for the living-room.
1598,18924,"My father wished us , as schoolboys , to speak well , but he would never wish his",grown-up daughters to be acting plays ., to be so ill. ''
1599,28450,"The coming of her sister 's family was so very near at hand , that first in anticipation , and then in reality , it became henceforth her prime object of interest ; and during the ten days of their stay at Hartfield it was not to be expected -- she did not herself","expect -- that any thing beyond occasional , fortuitous assistance could be afforded by her to the lovers .",", nor her sister, nor her brother, nor any of their friends,"
1600,5466,"I depended upon hearing something of the evening from Mr. W. K. , and am very well satisfied with his notice of me -- '' A pleasing-looking young woman '' -- that must do ; one can not pretend to",anything better now ; thankful to have it continued a few years longer !, be astonished at the sight of such a thing.
1601,25830,"Mr. Price did not move from where he stood for some minutes , and Georgiana , as she ascended the stairs , felt strongly to return and accede to his suggestion , but",the fear that Kitty would not like it withheld her .,", as she walked, she could not help being seated on the ground "
1602,26082,"I am not sure that Miss Crawford had much idea of acting ; but still ,",she might have improved . '', I am sure she had a good idea of acting.
1603,2458,"Can you , when you return from this lord 's , come to Fullerton ? ” “ It will not be in my power , Catherine. ” “ Come when you can , then. ” Eleanor made no answer ; and Catherine 's thoughts recurring to something more directly interesting , she","added , thinking aloud , “ Monday -- so soon as Monday ; and you all go .", could not help thinking that she was going to be in Fullerton when she could.
1604,31312,"Every body seemed happy ; and the praise of being a delightful ball , which is seldom bestowed till after a ball has ceased to be , was repeatedly given",in the very beginning of the existence of this .," to the ball, and the ball was thrown to the ground."
1605,4442,"Edward has been pretty well for this last week , and as the waters have never disagreed with him in any respect , we are inclined to hope that",he will derive advantage from them in the end ., he will soon be back to sailing again.
1606,14206,"That brother had been long removed from the country and being a sensible man , and , moreover , a single man at the time , she had a fond dependence on",no human creature 's having heard of it from him .," him, and a fondness for his company."
1607,951,"She knew her beloved Catherine to have so feeling a heart , so sweet a temper , to be so",easily persuaded by those she loved .," a good wife, so kind!"
1608,36690,"He left her house yesterday , but where he is gone , or whether he is still in town , I do not know ; for",WE of course can make no inquiry . ''," he is not in town, and I do not know where he is."
1609,28482,"Mr. Woodhouse hesitated. -- “ Not near so often , my dear , as I",could wish. ” “ Oh !, have done before.
1610,28944,The confession completely renewed her first shame -- and the sight of Harriet 's tears made her think that she should,never be in charity with herself again ., not be allowed to go.
1611,2013,"My eyes will be blinding for the good of others , and yours preparing by rest for future mischief. ” But neither the business alleged , nor the magnificent compliment , could win Catherine from thinking that some",very different object must occasion so serious a delay of proper repose ., had been a little too much for her.
1612,34938,"But perhaps you young ladies may not care about the beaux , and had as lief be",without them as with them ., able to afford them.
1613,31750,"It was too old a story. -- Robert Martin had probably ceased to think of Harriet. -- They took a few turns together along the walk. -- The shade was most refreshing ,",and Emma found it the pleasantest part of the day ., and the sun was the most beautiful.
1614,4950,"And one night we had so much rain that it forced its way again into the store-closet ; and though the evil was comparatively slight and the mischief nothing , I had","some employment the next day in drying parcels , etc .", not the slightest idea of what to do with it.
1615,16709,"It was curious , that having just left you behind me in Bath , my first and principal acquaintance on marrying should be your cousin ; and that , through him ,",I should be continually hearing of your father and sister ., I could have a chance of meeting you again. ''
1616,14011,"The hint was immediately taken up by Mr Shepherd , whose interest was involved in the reality of Sir Walter 's retrenching , and who was perfectly persuaded that",nothing would be done without a change of abode ., it was a very real matter to the best of his abilities.
1617,28114,"Some minutes passed in this unpleasant silence , with only one attempt on Emma 's side to talk of the weather",", but he made no answer .",", and the first attempt on Miss Crawford's."
1618,1776,"Alarmed , but not discouraged , she tried it another way ; a bolt flew , and she believed herself",successful ; but how strangely mysterious !, to be a good man.
1619,18065,"I went down to Ramsgate for a week with a friend last September , just after my",return from the West Indies ., graduation from the University.
1620,18512,"Poor Julia , the only one out of the nine not tolerably satisfied with their lot , was now in a state of complete penance , and as different from",the Julia of the barouche-box as could well be imagined .," her sister, she was now in a state of complete discontent."
1621,35061,Every thing in such suspense and uncertainty ; and seeing him so seldom -- we can,hardly meet above twice a-year ., not help feeling his pain.
1622,7768,"He wrote by the same post to Reginald a long letter full of it all , and particularly asking an explanation of what he may have heard",from Lady Susan to contradict the late shocking reports .,", and a letter containing a few lines of information."
1623,28991,"He knows it to be so , by his promises and messages ; but if he wished to do","it , it might be done ."," something, he could not do it."
1624,26864,"I understand your hesitation ; you think you can not speak of love to him , when he has not spoken to you ; but I would",stake my life on his devotion and faithfulness ., not be so sure if you could.
1625,37526,"His emotion on entering the room , in seeing her altered looks , and in receiving the pale hand which she immediately held out to him , was such , as , in Elinor 's conjecture , must arise from something more than his affection for Marianne , or the consciousness of its being known to others ; and she soon discovered in his melancholy eye and varying complexion as he looked at her sister , the probable recurrence of many past scenes of misery to his mind , brought back by that resemblance between","Marianne and Eliza already acknowledged , and now strengthened by the hollow eye , the sickly skin , the posture of reclining weakness , and the warm acknowledgment of peculiar obligation ."," his own, and the recollection of his own feelings, which he"
1626,28661,"Mr. Elton and I are very good friends , and nothing more ; ” and she walked on , amusing herself in the consideration of the blunders which often arise from a partial knowledge of circumstances , of the mistakes which people of high pretensions to judgment are for ever falling into ; and not","very well pleased with her brother for imagining her blind and ignorant , and in want of counsel ."," wishing to be a victim of such a fright, but wishing"
1627,3394,Yet I wonder how she can herself delight in wearing them ; surely she must be sensible of the ridiculous impropriety of loading her little diminutive figure with such superfluous ornaments ; is it possible that she can not,know how greatly superior an elegant simplicity is to the most studied apparel ?," wear them, and that she should be able to wear them? ''"
1628,31112,"A little while ago , every letter to Isabella brought an account of fresh gaieties ; dinners at Mr. Cole 's",", or balls at the Crown .",", and a visit to the zoo."
1629,3004,Two Gentlemen most elegantly attired but weltering in their blood was what first struck our Eyes -- we approached --,they were Edward and Augustus -- .," a very stern, stern, stern, stern,"
1630,25934,"The arrival of the party from Desborough could not fail to bring , even to dignified Pemberley , a pleasant sense of bustle and excitement ; and in the first flood of greetings , introductions , and inquiries , Elizabeth and her husband were only aware of a generally agreeable impression of Mr. Bingley 's two young guests ; of Tom Bertram , good-looking , fashionable , easy and talkative , and of William Price , with his","shorter , sturdier figure , fine open countenance , and manners which , with no want of animation , yet attracted by their quiet simplicity ."," apprehensions and a sense of humor, and a desire to"
1631,1569,"But when Catherine saw her in public , admitting Captain Tilney 's attentions as readily as they were offered , and allowing him almost an equal share with James in her notice and","smiles , the alteration became too positive to be passed over ."," esteem, she was astonished and delighted."
1632,8935,"Elizabeth did not quit her room for a moment , nor were the other ladies often absent ; the gentlemen being out , they",had in fact nothing to do elsewhere ., were not able to leave the room.
1633,1347,"Ten to one but he guesses the reason , and that is exactly what I want to avoid , so I shall insist on his keeping his conjecture to himself. ” Isabella 's opinion of the Tilneys did not influence her friend ; she was sure there had been no insolence in the manners",either of brother or sister ; and she did not credit there being any pride in their hearts .," of the family, and that the family had been well behaved."
1634,7587,"The long illness of her dear father prevented my paying her that attention which duty and affection equally dictated , and I have too much reason to fear that the governess to",whose care I consigned her was unequal to the charge .," be able to afford it, will not be able to afford it."
1635,30929,"I have a note of his. -- Do not you remember , Mrs. Weston , employing him to write for you one day ? ” “ He chose to say he was employed ” -- “ Well , well , I have that note",; and can shew it after dinner to convince Mr. Knightley. ” “ Oh !,", but I do not know what to say to him."
1636,581,"Upon recollection , however , I have a notion they are both dead ; at least the mother is ; yes , I am sure Mrs. Tilney is dead , because Mrs. Hughes told me there was a very beautiful set of pearls that Mr. Drummond gave his daughter on her wedding-day and that Miss Tilney has got now , for they were put by for her when her mother died. ” “ And is Mr. Tilney , my partner , the only son ? ” “ I can not be quite positive about that , my dear ; I have some idea he is ; but , however , he is a very fine young man , Mrs. Hughes says , and likely to do very","well. ” Catherine inquired no further ; she had heard enough to feel that Mrs. Allen had no real intelligence to give , and that she was most particularly unfortunate herself in having missed such a meeting with both brother and sister ."," well, if he is not, and if he is not "
1637,24649,"A lady dancing next to William Price , in turning sharply , trod upon her dress , with the result that she slipped and fell upon the",polished floor with her foot twisted under her .," floor, and a sleeveless sleeveless "
1638,33849,"Her insipidity was invariable , for even her spirits were always the same ; and though she did not oppose the parties arranged by her husband , provided every thing were conducted in style and her two eldest children attended her , she never appeared to receive more enjoyment from them than she might have experienced in sitting at home ; -- and so little did her presence add to the pleasure of the others ,","by any share in their conversation , that they were sometimes only reminded of her being amongst them by her solicitude about her troublesome boys .",", that she could not have been more engrossed in the affairs of the"
1639,16765,"and I desire you will never insult me with my second W. again , meaning , for the rest of my life , to","be only yours truly , -- Wm .", be a part of your family. ''
1640,2071,She could not be mistaken as to the room ; but how grossly mistaken in everything else ! -- in Miss Tilney,"'s meaning , in her own calculation !","'s case, she was mistaken in everything else."
1641,29860,"He is not a gallant man , but he is a very humane one ; and this , considering Jane Fairfax 's ill-health , would appear a case of humanity to him ; -- and for an act of unostentatious kindness ,",there is nobody whom I would fix on more than on Mr. Knightley ., he would have been a very good fit to be a good neighbor to her 
1642,10358,"The Netherfield ladies would have had difficulty in believing that a man who lived by trade , and within view of his own warehouses ,",could have been so well bred and agreeable ., had been able to make a living from nothing.
1643,5594,"I am not sorry to be back again , for the young ladies had a great deal to do , and",without much method in doing it ., they were all very well.
1644,27217,"`` Oh , sir , I know it is too bad -- if I only had a little more time -- but it is the sailing to-morrow that is the very mischief -- if you knew , you would understand that","my only chance is to go now , as quickly as I can .", it is the sailing to-morrow that is the very mischief. ''
1645,22923,"now I shall be comfortable. ” It had been a miserable party , each of the",three believing themselves most miserable ., members of the party.
1646,19497,"The Crawfords laughed at the idea ; and having soon agreed on the propriety of their walking quietly home and leaving the family to themselves , proposed Mr. Yates 's",accompanying them and spending the evening at the Parsonage .," dinner, and walked up stairs with Mr. Crawford, Mr. Crawford and his"
1647,3233,"My freind herself has four thousand pounds , and will probably spend nearly as much every year in Dress and Public places , if she can get it -- she will certainly not endeavour to reclaim Sir George from the manner of living to which he has been so long accustomed , and there is therefore some","reason to fear that you will be very well off , if you get any fortune at all .",", in the course of the year, which I think will be the most important part"
1648,7761,I should be glad to hear your reasons for disbelieving Mr. Smith 's intelligence ; you had no doubt,of its authenticity a month ago ., that he was a very good man.
1649,18630,"Mr. Rushworth will be here in a moment , you know ; we shall not be out of sight. ” “ Or if we are , Miss Price will be so good as to tell him that he will find us near that knoll : the grove of oak on the knoll. ” Fanny",", feeling all this to be wrong , could not help making an effort to prevent it .",", in a voice of great comfort, said, “ I shall not be"
1650,10178,"Miss Lucas called soon after breakfast , and in a private conference with Elizabeth related the",event of the day before ., news of her arrival.
1651,11922,"Miss Darcy was tall , and on a larger scale than Elizabeth ; and , though little more than sixteen , her figure was","formed , and her appearance womanly and graceful .", much larger than Elizabeth's.
1652,11583,Lydia 's going to Brighton was all that consoled her for the melancholy conviction of her husband 's,never intending to go there himself .," scolding, and her dreadful recollections of his"
1653,18283,"Her figure is as neat as her brother's. ” “ Yes , ” added Maria , “ and her spirits are as good ,",and she has the same energy of character ., as yours.
1654,15644,How her temper and understanding might bear the investigation of his present keener time of life was another,concern and rather a fearful one ., question.
1655,14269,"`` Yes , I made the best of it ; I always do : but I was very far from well at the time ; and I do not think I ever was so ill in my life as I have been","all this morning : very unfit to be left alone , I am sure .",", and I do not think I ever should have been. ''"
1656,11248,"While there was an officer in Meryton , they would flirt with him ; and while Meryton was within a walk of Longbourn ,",they would be going there for ever ., they would flirt with each other.
1657,5436,"Henry leaves town on Sunday afternoon , but he means to write soon himself to Edward , and",will tell his own plans ., will be in town on Tuesday evening.
1658,32916,"I could not think about you so much without doating on you , faults and all ; and by dint of fancying so many errors , have been in love with you ever since you were thirteen at least. ” “","I am sure you were of use to me , ” cried Emma ."," I could not think of you without a fault, ” said he."
1659,28293,"If he had been anxious for secrecy , he would not have left the paper while I was by ; but he rather",pushed it towards me than towards you ., would have been obliged to leave it.
1660,10119,"`` If we thought alike of Miss Bingley , '' replied Jane , `` your representation of all this",", might make me quite easy .", is very poor. ''
1661,29871,"I am amazed that you should think of such a thing. ” “ My dear Emma , I have told you",what led me to think of it .," what to do, and I am sure you will agree."
1662,31684,"you are an odd creature ! ” she cried , satisfied to have no one preferred to herself. -- “ You are a humourist",", and may say what you like .",", a liar, a sexy, "
1663,2268,"She was as insignificant , and perhaps as portionless , as Isabella ; and if the heir of the Tilney property had not grandeur and wealth enough in himself , at what point",of interest were the demands of his younger brother to rest ?,", if he had not, would he have been able to "
1664,9618,"-- She could have added , `` A young man too , like _you_ , whose very countenance may vouch for your being amiable '' -- but she contented herself with `` And one , too , who had probably been his own companion from childhood",", connected together , as I think you said , in the closest manner ! ''",", and who could have been his own companion from childhood, '' She "
1665,19376,"Fanny , in her pity and kindheartedness , was at great pains to teach him how to learn , giving him all the helps and directions in her power , trying to make an artificial memory for him , and learning every","word of his part herself , but without his being much the forwarder ."," new thing he could think of, without any recollection of it."
1666,35833,"`` Ay , if we can do THAT , Ma'am , '' said Elinor , `` we shall do very well",with or without Colonel Brandon . '', if we can do THAT. ''
1667,34742,"`` Oh , do n't be so sly before us , '' said Mrs. Palmer ; `` for we know all about it , I assure you ; and I admire your taste","very much , for I think he is extremely handsome .",", too ; and I am sure you will be very happy."
1668,13624,"In anticipating the happiness of Bingley , which of course was to be inferior only to his own , he continued",the conversation till they reached the house ., to suppose that his father would be happy.
1669,7981,"It is true that Reginald had not in any degree grown cool towards me ; but yet he has lately mentioned Frederica spontaneously and unnecessarily , and",once said something in praise of her person ., he has been very much in love with me.
1670,15230,"In all their walks , he had had to jump her from the stiles ; the",sensation was delightful to her .," barefooted stout, and the barefooted "
1671,25030,"Nevertheless , her sympathy was reflected in her eyes , and in the gentle voice with which she bid",him adieu and wished him well ., her sympathy to Mr. Darcy.
1672,18820,"Mr. Rushworth has set a good example , and such things are very catching. ” Mrs. Rushworth , who saw nothing but her","son , was quite at a loss ."," own pity on Mr. Rushworth, was very much in agreement."
1673,24108,"There never was much reason why she should look at me , and now , if she connects me with this wretched affair",", there is less than ever . ''",", I will be ashamed of myself."
1674,25536,"The latter incident could hardly have caused her a greater tremor than the former did , and as soon as she could get Georgiana alone she poured out afresh the old hopes , fears and anxieties , desiring Georgiana to confirm all her own surmises with positive assertions ; to reply : `` I am _sure_ he will , '' when Kitty said `` I _hope_ he will '' ; and to say , ``","Of course , most certainly , '' when Kitty speculated upon the various ways in which Mr. Price might be expected to commit himself ."," _I_ hope_ he will, when she saw _Kitty_"
1675,33847,Towards her husband and mother she was the same as to them ; and intimacy was therefore neither,to be looked for nor desired ., nor mutually exclusive.
1676,22094,"Susan had an open , sensible countenance ; she was like William , and Fanny hoped to find her like him",in disposition and goodwill towards herself .,", and to be able to see him."
1677,25565,"I know that some months ago a rumour to that effect was in existence , for , indeed , it must be confessed that my father 's attentions to Miss Crawford were very marked , and my sister was among those who were confident that an engagement would ultimately result ; but before we went abroad Elizabeth wrote to me from Brighton , where she and my father","had removed , to say that the affair was at an end , Miss Crawford having given my father a definite refusal ."," had been friends, and I was very much in awe of her."
1678,24675,"I should like her to come any time ; but another year , you know , she may not be so free ; the claims of a",house of her own may be paramount . ''," woman, however, may not be so true."
1679,35938,"He looked pleased by this remembrance , and added , '' If I am not deceived by the uncertainty , the partiality of tender recollection , there is a very strong","resemblance between them , as well in mind as person ."," inclination to believe it, and I am sure it will be a very good"
1680,5911,"He caught his cold farther back than I told you , -- before he got to Matlock , somewhere in his journey from the North ; but the",ill effects of that I hope are nearly gone .," cold was still there, and it was not to be."
1681,26295,"Georgiana shrank from the task of answering such an appeal , and took hold of another part of",his sentence to reply to .," her life, which was to be answered."
1682,36091,"The Willoughbys left town as soon as they were married ; and Elinor now hoped , as there could be no danger of her seeing either of them , to prevail on her sister , who had never yet left the house since the blow","first fell , to go out again by degrees as she had done before .",", and who had never been seen by them since the first."
1683,9734,"When the dancing recommenced , however , and Darcy approached to claim her hand , Charlotte could not help cautioning her in a whisper not to be a simpleton and allow her fancy for Wickham to make her appear",unpleasant in the eyes of a man of ten times his consequence .," to be a mereton, and to make her look like a meret"
1684,79,"As for Mr. Allen , he repaired directly to the card-room , and left them to",enjoy a mob by themselves ., be seated in the dining-parlour.
1685,33078,"They met readily and smiling , but with a consciousness which at first allowed little to be said ; and having all sat down again , there was for some time such a blank in the circle , that Emma began to doubt whether the wish now indulged , which she had long felt , of seeing","Frank Churchill once more , and of seeing him with Jane , would yield its proportion of pleasure ."," a man, was to be able to see them together again, and to"
1686,29911,"I am sure he was particularly silent when Mrs. Cole told us of it at dinner. ” “ You take up an idea , Mrs. Weston , and run away with it ;",as you have many a time reproached me with doing ., I am sure he was not particularly silent when he told us of it.
1687,24300,"Elizabeth was quite aware of this , and accordingly refrained from any further discussion of her aunt",'s letter with her husband .,'s affairs.
1688,27090,"Mary wrote in much the same strain , and Georgiana could read their letters without a pang of selfish envy , with no feeling but",that of rejoicing on her friends ' behalf ., to be able to bear the burden of her own writing.
1689,4299,"I use them as little as I can , but you know , and Elizabeth knows , and everybody who ever had weak eyes knows , how delightful it is to hurt them by employment",", against the advice and entreaty of all one 's friends .",", and to see them as much as you can."
1690,22141,"Could he have seen only half that she felt before the end of a week , he would have thought Mr. Crawford sure of her",", and been delighted with his own sagacity ."," feelings, and had no idea of his feelings."
1691,9536,"As no objection was made to the young people 's engagement with their aunt , and all Mr. Collins 's scruples of leaving Mr. and Mrs. Bennet for a single evening during his visit were most steadily resisted , the coach conveyed him and his five cousins at a suitable hour to Meryton ; and the girls had the pleasure of hearing , as","they entered the drawing-room , that Mr. Wickham had accepted their uncle 's invitation , and was then in the house ."," they had been accustomed to, the recollections of Mr. Collins and his"
1692,26820,"The ladies were sick with horror : Mrs. Grant was weeping silently , and Georgiana , as she held Mary 's cold hand , felt that this was indeed the last and crowning sorrow , for poor Cousin Robert",to die without knowing the happiness that ought to have been his .,", who had been so terribly neglected by the evils of his past."
1693,31973,"The appearance of the servants looking out for them to give notice of the carriages was a joyful sight ; and even the bustle of collecting and preparing to depart , and the solicitude of Mrs. Elton to have _her_ carriage first , were gladly endured , in the prospect of",the quiet drive home which was to close the very questionable enjoyments of this day of pleasure .," _the_ carriage being _first_, and the _the_ carriage"
1694,15885,"Anne had called several times on her friend , before the existence of such a person",was known in Camden Place ., had been known.
1695,34740,"`` I am afraid , Miss Marianne , '' said Sir John , `` you have not been able to take",your usual walk to Allenham today . '', the liberty of a solitary day.
1696,7757,My ability of distressing you during my life would be a species of revenge to which I could,hardly stoop under any circumstances ., not object. ''
1697,34772,"His temper might perhaps be a little soured by finding , like many others of his sex , that through some unaccountable bias in favour of beauty , he was the husband of a very silly woman , -- but she knew that this kind of blunder was too common for any sensible man to be lastingly hurt by it. -- It was rather a wish of distinction",", she believed , which produced his contemptuous treatment of every body , and his general abuse of every thing before him .",", of being a woman of great character, and a desire to be "
1698,17026,"She was entreated to give them as much of her time as possible , invited for every day and all day long , or rather claimed as part of the family ; and , in return , she naturally fell into all her wonted ways of attention and assistance , and on Charles 's leaving them together , was listening to Mrs Musgrove 's history of Louisa , and to Henrietta 's of herself , giving opinions on business , and recommendations to shops ; with intervals of every help which Mary required , from altering her ribbon to settling her accounts ; from finding her keys , and assorting her trinkets , to trying to convince her that","she was not ill-used by anybody ; which Mary , well amused as she generally was , in her station at a window overlooking the entrance to the Pump Room , could not but have her moments of imagining ."," she should be allowed to go to the library, and to the housekeeper, who"
1699,21448,"She was not to be won by all that gallantry and wit and good-nature together could do ; or , at least , she would not be won by them nearly so soon , without the","assistance of sentiment and feeling , and seriousness on serious subjects .", courage and the wit of a man of great character.
1700,34175,"This was broken by Willoughby , who said with a faint smile , `` It is folly",to linger in this manner ., to think so. ''
1701,26,"At fifteen , appearances were mending ; she began to curl her hair and long for balls ; her complexion improved , her features were softened by plumpness and colour , her","eyes gained more animation , and her figure more consequence ."," hair was trimmed, and her eyes were rearranged."
1702,28896,"He only wanted to aggrandise and enrich himself ; and if Miss Woodhouse of Hartfield , the heiress of thirty thousand pounds , were not quite so easily obtained as he had fancied , he would","soon try for Miss Somebody else with twenty , or with ten .", not have been able to afford her a house of three hundred and fifty pounds.
1703,35743,"Had not Elinor , in the sad countenance of her sister , seen a check to all mirth , she could have been entertained by Mrs. Jennings 's endeavours to cure a disappointment in love ,","by a variety of sweetmeats and olives , and a good fire .", and to relieve the misery of her sister's affliction.
1704,11768,"She related the subject of the pictures , the dimensions of the rooms , and the price of","the furniture , in vain ."," the house, to Mr. Darcy."
1705,17391,"And there , as they slowly paced the gradual ascent , heedless of every group around them , seeing neither sauntering politicians , bustling housekeepers , flirting girls , nor nursery-maids and children , they could indulge in those retrospections and acknowledgements , and especially in those explanations of what","had directly preceded the present moment , which were so poignant and so ceaseless in interest ."," they had been doing, and in what they had learned from their experiences."
1706,24650,"The young lieutenant sprang forward , lifted her with skillful and gentle touch , and carried her , pale and suffering , to an adjoining room , where",Mrs. Knightley and several friends hastened to her aid ., she was seated with a large table and chairs.
1707,33139,"She would be placed in the midst of those who loved her , and who had better sense than herself ; retired enough for","safety , and occupied enough for cheerfulness ."," a good time, and a good heart."
1708,19677,"Henry Crawford was gone , gone from the house , and within two hours afterwards from the parish ; and so ended all the hopes his selfish",vanity had raised in Maria and Julia Bertram ., remembrance of the family had given him.
1709,34943,"But this I can say , that if he ever was a beau before he married , he is one still for there is",not the smallest alteration in him . '', a reason to believe him to be one.
1710,18903,"In a _general_ light , private theatricals are open to some objections , but as _we_ are circumstanced , I must think it would be highly injudicious , and",more than injudicious to attempt anything of the kind ., _we_ would not be able to afford it.
1711,21029,"Now , here are my sister Price 's children ; take them all together , I dare say nobody would believe what a sum they cost Sir Thomas every year , to say nothing of what _I_ do","for them. ” “ Very true , sister , as you say ."," have to do to help him, and I dare say that I am not alone "
1712,508,"He is full of spirits , playful as can be , but there is no vice in him. ” Catherine did not think the portrait a very inviting one , but it was too late to retreat , and she was too young to own herself frightened ; so , resigning herself to her fate , and trusting to the","animal 's boasted knowledge of its owner , she sat peaceably down , and saw Thorpe sit down by her ."," utmost certainty, she turned to the portrait, and began to look at"
1713,1293,"But I have a notion , Miss Morland , you and I think pretty much alike upon most matters. ” “ Perhaps we may ; but",it is more than I ever thought of ., I do not know what to do.
1714,2020,"In the high-arched passage , paved with stone , which already she had trodden with peculiar awe , she well remembered the doors of",which the general had given no account .," the house, and found herself in awe of them."
1715,34703,"They attempted , therefore , likewise , to excuse themselves ; the weather was uncertain , and",not likely to be good ., the wind was cold.
1716,17494,"It is not that I did not think of it , or desire it , as what could alone crown all my other success ; but I","was proud , too proud to ask again .", am sure it would be a great one if I did.
1717,15909,"`` Sir Henry Russell 's widow , indeed , has no honours to distinguish her arms , but still it is a handsome equipage , and no",doubt is well known to convey a Miss Elliot .," dread to see it, '' said Elizabeth."
1718,19994,"“ Now I must look at you , Fanny , ” said Edmund , with the kind smile of an affectionate brother , “ and tell you how I like you ; and as well as","I can judge by this light , you look very nicely indeed ."," I must tell you how I like you, I must also tell you how I like you"
1719,19962,"She had neither sympathy nor assistance from those who ought to have entered into her feelings and directed her taste ; for Lady Bertram never thought of being useful to anybody , and Mrs. Norris , when she came on the morrow , in consequence of an early call and invitation from Sir Thomas , was in a very ill humour ,","and seemed intent only on lessening her niece 's pleasure , both present and future , as much as possible ."," and a very agitated state, which she had never felt since the first day"
1720,29989,"How did you think the Coxes looked ? ” “ Just as they always do -- very vulgar. ” “ They told me something , ” said Harriet rather hesitatingly ; “ but it is nothing of any consequence. ” Emma was obliged to","ask what they had told her , though fearful of its producing Mr. Elton ."," speak with a smile, and to speak with her husband."
1721,13165,"`` You are a good girl ; '' he replied , `` and I have great pleasure in thinking",you will be so happily settled .," you a good girl, '' said he."
1722,29465,"There was instant pleasure in the sight of them , and still greater pleasure was conveyed in sound -- for Mr. Weston immediately accosted her with , “ How d 'ye do ? -- how d 'ye do ? -- We",have been sitting with your father -- glad to see him so well .," have been in town for a week now, ” and he walked away"
1723,33982,"`` But if you write a note to the housekeeper , Mr. Brandon , '' said Marianne , eagerly , ``",will it not be sufficient ? '', he will be happy to help you.
1724,32859,"My liveliness and your solidity would produce perfection. -- Not that I presume to insinuate , however , that _some_ people may not think _you_ perfection already. -- But hush ! -- not a word , if you please. ” It seemed an unnecessary caution ; Jane was wanting to give her","words , not to Mrs. Elton , but to Miss Woodhouse , as the latter plainly saw ."," _perfection_ as a word, not a word, but "
1725,36477,"The party , like other musical parties , comprehended a great many people who had real taste for the performance , and a great many more who had none at all ; and the performers themselves were , as usual , in their own estimation",", and that of their immediate friends , the first private performers in England .",", the most worthy of all the performers."
1726,8354,"My own folly had endangered me , my preservation I owe to the kindness , the integrity of another ; but the unfortunate Mrs. Mainwaring , whose agonies while she related the past seemed","to threaten her reason , how is SHE to be consoled !"," to be a mere recollection, had not been able to help me"
1727,24098,"It is immaterial to me ; she knows now that I am an advocate for Miss Crawford , and she will consequently",not expect to see me again . '', be in my thoughts. ''
1728,7624,"Reginald has long wished , I know , to see the captivating Lady Susan , and we shall depend",on his joining our party soon ., on her for the rest of our lives.
1729,27959,"A woman is not to marry a man merely because she is asked , or because he is attached to her , and can write a tolerable letter. ” “ Oh no ; -- and it is but a short letter too. ” Emma felt the bad taste of her friend , but let it pass with a “ very true ; and it would be a small consolation to her , for the clownish","manner which might be offending her every hour of the day , to know that her husband could write a good letter. ” “ Oh !",", and a small recollection of his being a very good man "
1730,4167,"MY DEAR CASSANDRA , -- Your letter came quite as soon as I expected , and so your letters will always do , because I have made it a rule not to expect them till they come",", in which I think I consult the ease of us both .",", and I am sure they will do as soon as I can."
1731,25082,"And as to his being a great flirt , we have seen him once or twice going about with a very good-looking woman , and that is",all the reason we have for thinking so . '', not to say he is not a great flirt.
1732,3474,"Yet she bore it with a most unshaken fortitude , firm in her mind ; constant in her Religion ; and prepared herself to meet the cruel fate to which she was doomed",", with a magnanimity that would alone proceed from conscious Innocence ."," to be acquitted, with all the strength and courage of a woman"
1733,14162,"He thought it a very degrading alliance ; and Lady Russell , though with more tempered and pardonable pride , received",it as a most unfortunate one ., the same treatment from him.
1734,12044,"I must find Mr. Gardiner this moment , on business that can not be delayed ; I have",not an instant to lose . '', a very good idea of him.
1735,916,"Catherine was the immediate object of his gallantry ; and , while they waited in the lobby for a chair , he prevented the inquiry which had travelled from her heart almost to the tip of her tongue , by asking , in a consequential manner , whether she had seen","him talking with General Tilney : “ He is a fine old fellow , upon my soul !"," the house in the first place, or whether she had heard the first thing."
1736,24456,"At her sister 's house she had met Mrs. Gardiner , whose husband had long been a close friend",in business of Mr. John Knightley .,", and whose daughter, Miss Crawford, was also a very attractive man"
1737,7540,"I can not say how soon afterwards she was seized again with the same faintness , which was followed by the sufferings she could not describe ; but Mr. Lyford had been sent for , had applied something to give her ease , and",she was in a state of quiet insensibility by seven o'clock at the latest .," had been sent for a visit, to give her comfort."
